pkyeardaystatefc,pkyearday,pkyeardaystate,fccomponent,electionyear,daystoelection,fcdate,state,forecast,incumbentpresident,nfcvs,nfcwinprob,nfcwinfreq,fcevrep,fcevdem,fcwinner,fcwinnervs,fcwinnerwinprob,fcwinnerwinfreq,fcwinnerpollyvotefreq,fcrepvs,fcdemvs,fcrepwinprob,fcdemwinprob,fcrepwinfreq,fcdemwinfreq,fcrepwinpollyvotefreq,fcdemwinpollyvotefreq,fcerror,absolutefcerror,fcupdate,lastsurveyday,firstsurveyday,inc2party,resprep,respdem,respoth,respundecided,released,sample,moe,questiontxt,sampledesc,intmethod,surveyorg,surveysponsor,sourcedocumentlink
19929NationalUSCBSNYT.102492.R14,19929,19929National,expectations_NL,1992,9,24.10.1992,National,USCBSNYT.102492.R14,R,,,,,,D,D,,,,46,54,,,25,60,,,-0.4,0.4,1,23.10.1992,20.10.1992,29.4,25,60,15,,25.10.1992,1854,,"Regardless of how you intend to vote, who do you expect to finally win the election in November--George Bush, Bill Clinton or Ross Perot?","national adult",telephone,"CBS News/New York Times",,
199215NationalUSCBS.101892.R14,199215,199215National,expectations_NL,1992,15,18.10.1992,National,USCBS.101892.R14,R,,,,,,D,D,,,,45.8,54.2,,,24,62,,,-0.6,0.6,1,17.10.1992,16.10.1992,27.9,24,62,14,,19.10.1992,1355,,"Regardless of how you intend to vote, who do you expect to finally win the (1992 Presidential) election in November--George Bush, Bill Clinton or Ross Perot?","national adult",telephone,"CBS News",,
199249NationalUSCBSNYT.091592.R11,199249,199249National,expectations_NL,1992,49,15.09.1992,National,USCBSNYT.091592.R11,R,,,,,,D,D,,,,49.4,50.6,,,41,43,,,3,3,1,13.09.1992,09.09.1992,48.8,41,43,16,,15.09.1992,1329,,"Regardless of how you intend to vote, who do you expect to finally win the (presidential) election in November (1992)--George Bush or Bill Clinton?","national adult",telephone,"CBS News/New York Times",,
199279NationalUSCBSNYT.081692.R11,199279,199279National,expectations_NL,1992,79,16.08.1992,National,USCBSNYT.081692.R11,R,,,,,,D,D,,,,48,52,,,36,52,,,1.6,1.6,1,14.08.1992,11.08.1992,40.9,36,52,12,,16.08.1992,1434,,"Regardless of how you intend to vote, who do you expect to finally win the (1992 presidential) election in November--George Bush or Bill Clinton?","national adult",telephone,"CBS News/New York Times",,
1992107NationalUSCBSNYT.071792.R11,1992107,1992107National,expectations_NL,1992,107,17.07.1992,National,USCBSNYT.071792.R11,R,,,,,,D,D,,,,48.9,51.1,,,39,45,,,2.6,2.6,1,17.07.1992,16.07.1992,46.4,39,45,16,,19.07.1992,615,,"Regardless of how you intend to vote, who do you expect to finally win the election in November (1992)--George Bush or Bill Clinton?","national adult",telephone,"CBS News/New York Times",,
1992109NationalUSCBS.92JUL.R15,1992109,1992109National,expectations_NL,1992,109,01.07.1992,National,USCBS.92JUL.R15,R,,,,,,R,R,,,,50.8,49.2,,,44,33,,,4.4,4.4,1,15.07.1992,14.07.1992,57.1,44,33,23,,17.07.1992,1278,,"Regardless of how you intend to vote, who do you expect to finally win the election in November (1992)--George Bush, Bill Clinton, or Ross Perot?","national adult",telephone,"CBS News",,
1992113NationalUSCBSNYT.071292.R54,1992113,1992113National,expectations_NL,1992,113,12.07.1992,National,USCBSNYT.071292.R54,R,,,,,,R,R,,,,53.2,46.8,,,55,22,,,6.9,6.9,1,11.07.1992,08.07.1992,71.4,55,22,23,,13.07.1992,1346,,"Regardless of how you intend to vote (for President 1992), who do you expect to finally win the election in November--George Bush, Bill Clinton, or Ross Perot?","national adult",telephone,"CBS News/New York Times",,
19881NationalUSNBCWSJ.110688.R04,19881,19881National,expectations_NL,1988,1,06.11.1988,National,USNBCWSJ.110688.R04,R,,,,,,R,R,,,,54.7,45.3,,,68,17,,,8.3,8.3,1,05.11.1988,01.11.1988,80,68,17,15,,07.11.1988,1721,,"No matter who you plan to support for president, who do you think will win the (1988) election: George Bush or Michael Dukakis?","national--likely voters",telephone,"NBC News/Wall Street Journal",,
19882NationalUSCBSNYT.110588.R32,19882,19882National,expectations_NL,1988,2,05.11.1988,National,USCBSNYT.110588.R32,R,,,,,,R,R,,,,55.3,44.7,,,76,15,,,8.9,8.9,1,04.11.1988,02.11.1988,83.5,76,15,9,,06.11.1988,1977,,"Regardless of how you intend to vote, who do you think will win the (1988) Presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News/New York Times",,
19883NationalUSCBSNYT.8810G.Q109B,19883,19883National,expectations_NL,1988,3,01.11.1988,National,USCBSNYT.8810G.Q109B,R,,,,,,R,R,,,,55.3,44.7,,,65,13,,,8.9,8.9,1,03.11.1988,01.11.1988,83.3,65,13,22,,05.11.1988,1862,,"(Asked of Version I registered voters) Regardless of how you intend to vote, who do you think will win the presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News/New York Times and the George Fine Research Firm",,
19883NationalUSCBSNYT.8810G.R232,19883,19883National,expectations_NL,1988,3,01.11.1988,National,USCBSNYT.8810G.R232,R,,,,,,R,R,,,,55.3,44.7,,,75,15,,,8.9,8.9,1,03.11.1988,01.11.1988,83.3,75,15,10,,05.11.1988,1862,,"(Asked of Version II) Regardless of how you intend to vote, who do you think will win the Presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News/New York Times and the George Fine Research Firm",,
19884NationalUSCBSNYT.8810F.Q109B,19884,19884National,expectations_NL,1988,4,01.11.1988,National,USCBSNYT.8810F.Q109B,R,,,,,,R,R,,,,55.6,44.4,,,68,12,,,9.2,9.2,1,02.11.1988,31.10.1988,85,68,12,20,,04.11.1988,1690,,"(Asked of Version I registered voters) Regardless of how you intend to vote, who do you think will win the presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News/New York Times and the George Fine Research Firm",,
19884NationalUSCBSNYT.8810F.R232,19884,19884National,expectations_NL,1988,4,01.11.1988,National,USCBSNYT.8810F.R232,R,,,,,,R,R,,,,55.7,44.3,,,78,13,,,9.3,9.3,1,02.11.1988,31.10.1988,85.7,78,13,9,,04.11.1988,1690,,"(Asked of Version II) Regardless of how you intend to vote, who do you think will win the Presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News/New York Times and the George Fine Research Firm",,
19885NationalUSCBS.888810E.Q09B,19885,19885National,expectations_NL,1988,5,01.11.1988,National,USCBS.888810E.Q09B,R,,,,,,R,R,,,,55.6,44.4,,,68,12,,,9.2,9.2,1,01.11.1988,30.10.1988,85,68,12,20,,03.11.1988,1650,,"Regardless of how you intend to vote, who do you think will win the 1988 Presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News",,
19886NationalUSCBS.110188.R09B,19886,19886National,expectations_NL,1988,6,01.11.1988,National,USCBS.110188.R09B,R,,,,,,R,R,,,,55.6,44.4,,,70,12,,,9.2,9.2,1,31.10.1988,29.10.1988,85.4,70,12,18,,02.11.1988,1447,,"Regardless of how you intend to vote, who do you think will win the (1988) presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News",,
198813NationalUSCBSNYT.102588.R46,198813,198813National,expectations_NL,1988,13,25.10.1988,National,USCBSNYT.102588.R46,R,,,,,,R,R,,,,55.4,44.6,,,75,14,,,9.1,9.1,1,24.10.1988,21.10.1988,84.3,75,14,11,,26.10.1988,1827,,"Regardless of how you intend to vote, who do you think will win the (1988) Presidential election, George Bush or Michael Dukakis?","national adult",telephone,"CBS News/New York Times",,
198814NationalUSGALLUP.102688.R2,198814,198814National,expectations_NL,1988,14,26.10.1988,National,USGALLUP.102688.R2,R,,,,,,R,R,,,,55.2,44.8,,,68,14,,,8.8,8.8,1,23.10.1988,21.10.1988,82.9,68,14,18,,25.10.1988,1232,,"Regardless of how you might vote (in the 1988 presidential election), who do you think is more likely to win in November--Bush or Dukakis?","national--registered voters",telephone,"Gallup Organization",,
198821NationalUSNBCWSJ.101788.R04,198821,198821National,expectations_NL,1988,21,17.10.1988,National,USNBCWSJ.101788.R04,R,,,,,,R,R,,,,55.4,44.6,,,74,14,,,9,9,1,16.10.1988,14.10.1988,84.1,74,14,12,,18.10.1988,2148,,"No matter who you plan to support for president, who do you think will win the (1988) election: George Bush or Michael Dukakis?","national adult",telephone,"NBC News/Wall Street Journal",,
198877NationalUSCBS.082288.R08,198877,198877National,expectations_NL,1988,77,22.08.1988,National,USCBS.082288.R08,R,,,,,,R,R,,,,51.3,48.7,,,47,31,,,4.9,4.9,1,21.08.1988,19.08.1988,60.3,47,31,22,,23.08.1988,1689,,"Regardless of how you intend to vote, who do you think will win the (Presidential) election in November (1988)--George Bush or Michael Dukakis?","national adult",telephone,"CBS News",,
198891NationalUSGALLUP.081088.R2,198891,198891National,expectations_NL,1988,91,10.08.1988,National,USGALLUP.081088.R2,R,,,,,,D,D,,,,48.1,51.9,,,36,51,,,1.7,1.7,1,07.08.1988,05.08.1988,41.4,36,51,13,,09.08.1988,1004,,"Regardless of how you might vote (in the 1988 Presidential election), who do you think is more likely to win in November--Bush or Dukakis?","national--registered voters",telephone,"Gallup Organization",,
198412NationalUSABCWP.84OCT.R36,198412,198412National,expectations_NL,1984,12,23.10.1984,National,USABCWP.84OCT.R36,R,,,,,,R,R,,,,55.2,44.8,,,79,16,,,8.9,8.9,1,23.10.1984,22.10.1984,83.2,79,16,5,,25.10.1984,1983,,"Just your best guess, who do you think will win in November (1984)--Reagan or Mondale?","national adult",telephone,"ABC News/Washington Post",,
198431NationalUSCBSNYT.OC84-1.R37,198431,198431National,expectations_NL,1984,31,01.10.1984,National,USCBSNYT.OC84-1.R37,R,,,,,,R,R,,,,56.2,43.8,,,80,10,,,9.8,9.8,1,04.10.1984,30.09.1984,88.9,80,10,10,,06.10.1984,1748,,"Regardless of how you intend to vote, who do you think will win the Presidential election, Ronald Reagan or Walter Mondale?","national adult",telephone,"CBS News/New York Times",,
198454NationalUSABCWP.126.R56,198454,198454National,expectations_NL,1984,54,12.09.1984,National,USABCWP.126.R56,R,,,,,,R,R,,,,54.9,45.1,,,79,18,,,8.6,8.6,1,11.09.1984,07.09.1984,81.4,79,18,3,,13.09.1984,1953,,"Just your best guess, who do you think will win (the presidential election) in November--Reagan or Mondale?","national adult",telephone,"ABC News/Washington Post",,
198482NationalUSNBC.082084.R04,198482,198482National,expectations_NL,1984,82,20.08.1984,National,USNBC.082084.R04,R,,,,,,R,R,,,,54.5,45.5,,,72,19,,,8.2,8.2,1,14.08.1984,12.08.1984,79.1,72,19,9,,16.08.1984,2400,,"Whom do you think will win the November (1984) election--Ronald Reagan and George Bush, the Republicans, or Walter Mondale and Geraldine Ferraro, the Democrats?","national adult",telephone,"NBC News",,
1984119NationalUSABCWP.122.R27,1984119,1984119National,expectations_NL,1984,119,01.07.1984,National,USABCWP.122.R27,R,,,,,,R,R,,,,53,47,,,66,28,,,6.6,6.6,1,08.07.1984,05.07.1984,70.2,66,28,6,,10.07.1984,1005,,"If Mondale were to run against Reagan, who do you think would win the (Presidential) election this November, Mondale or Reagan?","national adult",telephone,"ABC News/Washington Post",,
1980111NationalUSGALLUP.1159.Q004,1980111,1980111National,expectations_NL,1980,111,14.07.1980,National,USGALLUP.1159.Q004,D,,,,,,D,D,,,,49.5,50.5,,,38,47,,,4.1,4.1,1,14.07.1980,11.07.1980,55.3,38,47,15,,16.07.1980,1548,,"Regardless of how you, yourself, feel, which candidate do you think will WIN the Presidential election this fall--Reagan, Carter or Anderson?","national adult",personal,"Gallup Organization",,
1980122NationalUSLAT.32.R45,1980122,1980122National,expectations_NL,1980,122,03.07.1980,National,USLAT.32.R45,D,,,,,,R,R,,,,50.8,49.2,,,46,42,,,2.8,2.8,1,03.07.1980,29.06.1980,47.7,46,42,12,,05.07.1980,2199,,"Regardless of your own choice for President, which candidate do you think will win the Presidency (in 1980): John Anderson the Independent, Jimmy Carter the Democrat or Ronald Reagan the Republican?","national adult",telephone,"Los Angeles Times",,
197670NationalUSHARRIS.090276.R1,197670,197670National,expectations_NL,1976,70,02.04.1976,National,USHARRIS.090276.R1,R,,,,,,D,D,,,,45,55,,,21,69,,,-1.4,1.4,1,22.08.1976,18.08.1976,23.3,21,69,10,,24.08.1976,1460,,"In the (presidential) election this November (1976) between Gerald Ford the Republican and Jimmy Carter the Democrat, who do you think will win--Ford or Carter?","likely voters",telephone,"Louis Harris & Associates",,
197670NationalUSORC.76SEP1.R02,197670,197670National,expectations_NL,1976,70,01.09.1976,National,USORC.76SEP1.R02,R,,,,,,D,D,,,,48.5,51.5,,,36,46,,,2.1,2.1,1,22.08.1976,19.08.1976,43.9,36,46,18,,24.08.1976,1005,,"Regardless of your choice for President, which candidate do you think will win the (1976) election--Gerald Ford or Jimmy Carter?","national adult",telephone,"Opinion Research Corporation",,
195612NationalUSGALLUP.56-573.Q020,195612,195612National,expectations_NL,1956,12,23.10.1956,National,USGALLUP.56-573.Q020,R,,,,,,R,R,,,,53.7,46.3,,,64,22,,,7.4,7.4,1,23.10.1956,18.10.1956,74.4,64,22,14,,25.10.1956,2175,,"REGARDLESS OF HOW YOU PLAN TO VOTE, WHICH MAN DO YOU THINK WILL WIN THE (1956 PRESIDENTIAL) ELECTION--EISENHOWER OR STEVENSON?","national adult",personal,"Gallup Organization",,
195623NationalUSGALLUP.56-572.Q20,195623,195623National,expectations_NL,1956,23,01.10.1956,National,USGALLUP.56-572.Q20,R,,,,,,R,R,,,,52.9,47.1,,,60,26,,,6.6,6.6,1,12.10.1956,07.10.1956,69.8,60,26,14,,14.10.1956,1500,,"Regardless of how you plan to vote, which man do you think will win the election--Eisenhower or Stevenson?","national adult",personal,"Gallup Organization",,
195651NationalUSGALLUP.56-570.Q023,195651,195651National,expectations_NL,1956,51,14.09.1956,National,USGALLUP.56-570.Q023,R,,,,,,R,R,,,,53,47,,,58,25,,,6.6,6.6,1,14.09.1956,09.09.1956,69.9,58,25,17,,16.09.1956,1979,,"REGARDLESS OF HOW YOU PLAN TO VOTE, WHICH MAN DO YOU THINK WILL WIN THE (1956 PRESIDENTIAL) ELECTION--EISENHOWER OR STEVENSON?","national adult",personal,"Gallup Organization",,
195657NationalUSROPER.RCOM64.Q23A,195657,195657National,expectations_NL,1956,57,01.09.1956,National,USROPER.RCOM64.Q23A,R,,,,,,R,R,,,,53.1,46.9,,,56,23,,,6.8,6.8,1,08.09.1956,04.09.1956,70.9,56,23,21,,10.09.1956,2968,,"Regardless of who you would like to see win the election this fall (1956), who do you think has the best chance of winning as things look now--(Adlai) Stevenson or (President Dwight) Eisenhower?","national adult",personal,"Roper Organization",,
195263NationalUSROPER.RCOM52-060.Q17A,195263,195263National,expectations_NL,1952,63,31.08.1952,National,USROPER.RCOM52-060.Q17A,D,,,,,,R,R,,,,50.7,49.3,,,37,35,,,2.9,2.9,1,31.08.1952,31.08.1952,48.6,37,35,28,,02.09.1952,3917,,"Regardless of who you would like to see win the (1952 Presidential) election, which do you think has the best chance of winning as things look now--Governor (Adlai) Stevenson, the Democrat, or General (Dwight) Eisenhower, the Republican?","national adult",personal,"Roper Organization",,
195279NationalUSGALLUP.083052.RK11,195279,195279National,expectations_NL,1952,79,30.08.1952,National,USGALLUP.083052.RK11,D,,,,,,R,R,,,,51.4,48.6,,,45,36,,,2.2,2.2,1,15.08.1952,10.08.1952,44.4,45,36,19,,17.08.1952,1500,,"Regardless of how you, yourself, feel, which candidate do you think will win the presidential election this fall--General Eisenhower or Governor Stevenson?","national adult",personal,"Gallup Organization",,
194888NationalUSGALLUP.48-422.QT07,194888,194888National,expectations_NL,1948,88,01.08.1948,National,USGALLUP.48-422.QT07,D,,,,,,R,R,,,,54,46,,,61,25,,,-0.4,0.4,1,04.08.1948,30.07.1948,29.1,61,25,14,,06.08.1948,1500,,"Regardless of how you, yourself, plan to vote (1948), which Presidential candidate do you think will win--Dewey, Truman, or Wallace?","national adult",personal,"Gallup Organization",,
19443NationalUSGALLUP.44-334.Q7,19443,19443National,expectations_NL,1944,3,01.11.1944,National,USGALLUP.44-334.Q7,D,,,,,,D,D,,,,46.3,53.7,,,21,61,,,7.4,7.4,1,02.11.1944,28.10.1944,74.4,21,61,18,,04.11.1944,1500,,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE (1944), WHICH PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN--ROOSEVELT OR DEWEY?","national adult",personal,"Gallup Organization",,
1944103NationalUSGALLUP.081944.RK04,1944103,1944103National,expectations_NL,1944,103,19.08.1944,National,USGALLUP.081944.RK04,D,,,,,,D,D,,,,45.2,54.8,,,17,71,,,8.4,8.4,1,25.07.1944,20.07.1944,80.7,17,71,12,,27.07.1944,1500,,"Regardless of how you yourself plan to vote, which presidential candidate do you think will win--Franklin Roosevelt or Thomas Dewey?","national adult",personal,"Gallup Organization",,
200813NationalUSAP.102208G.RIA01,200813,200813National,expectations_NL,2008,13,22.10.2008,National,USAP.102208G.RIA01,R,,,,,,D,D,,,,45.5,54.5,,,24,68,,,-0.9,0.9,1,20.10.2008,16.10.2008,26.1,24,68,8,,22.10.2008,1101,,"Regardless of whom you support, who do you think will win the election for President in November (2008)? Do you think it will be...Barack Obama and Joe Biden, the Democrats or John McCain and Sarah Palin, the Republicans","national adult",telephone,"Gfk Roper Public Affairs & Media","Associated Press",
201256NationalUSORC.091012.R13,201256,201256National,expectations_NL,2012,56,10.09.2012,National,USORC.091012.R13,D,,,,,,D,D,,,,48.2,51.8,,,36,61,,,5.4,5.4,1,09.09.2012,07.09.2012,62.9,36,61,0,,11.09.2012,1022,,"Regardless of whom you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2012)--Barack Obama or Mitt Romney?","national adult",telephone,"ORC International","Cable News Network",
201288NationalUSORC.080912A.R08,201288,201288National,expectations_NL,2012,88,09.08.2012,National,USORC.080912A.R08,D,,,,,,D,D,,,,47.8,52.2,,,33,63,,,5.9,5.9,1,08.08.2012,07.08.2012,65.6,33,63,0,,10.08.2012,1010,,"Regardless of whom you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2012)--Barack Obama or Mitt Romney?","national adult",telephone,"ORC International","Cable News Network",
200828NationalUSORC.100608.R09,200828,200828National,expectations_NL,2008,28,06.10.2008,National,USORC.100608.R09,R,,,,,,D,D,,,,47.5,52.5,,,37,61,,,1.1,1.1,1,05.10.2008,03.10.2008,37.8,37,61,2,,07.10.2008,1006,,"Regardless of who you support, and trying to be as objective as possible, who do you think will win the (2008 presidential) election in November if these are the candidates on the ballot--Barack Obama or John McCain?","national adult",telephone,"Opinion Research Corporation","Cable News Network",
200856NationalUSORC.090808A.R15,200856,200856National,expectations_NL,2008,56,08.09.2008,National,USORC.090808A.R15,R,,,,,,D,D,,,,48.8,51.2,,,44,52,,,2.5,2.5,1,07.09.2008,05.09.2008,45.8,44,52,4,,09.09.2008,1022,,"Regardless of who you support (for president in 2008), and trying to be as objective as possible, who do you think will win the election in November if these are the candidates on the ballot--Barack Obama or John McCain?","national adult",telephone,"Opinion Research Corporation","Cable News Network",
200870NationalUSORC.082508.R34,200870,200870National,expectations_NL,2008,70,25.08.2008,National,USORC.082508.R34,R,,,,,,D,D,,,,48.7,51.3,,,44,54,,,2.3,2.3,1,24.08.2008,23.08.2008,44.9,44,54,2,,26.08.2008,1023,,"Regardless of who you support (for president in 2008), and trying to be as objective as possible, who do you think will win the election in November if these are the candidates on the ballot--Barack Obama or John McCain?","national adult",telephone,"Opinion Research Corporation","Cable News Network",
2008150NationalUSORC.061308.R24,2008150,2008150National,expectations_NL,2008,150,13.06.2008,National,USORC.061308.R24,R,,,,,,D,D,,,,48.7,51.3,,,43,53,,,2.3,2.3,1,05.06.2008,04.06.2008,44.8,43,53,4,,07.06.2008,1035,,"Regardless of who you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2008) if these are the candidates on the ballot--Barack Obama or John McCain?","national adult",telephone,"Opinion Research Corporation","Cable News Network",
200415NationalUSGALLUP.04OCT14.R14,200415,200415National,expectations_NL,2004,15,18.10.2004,National,USGALLUP.04OCT14.R14,R,,,,,,R,R,,,,51.4,48.6,,,56,36,,,5,5,1,16.10.2004,14.10.2004,60.9,56,36,8,,18.10.2004,1013,,"Regardless of whom you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2004)--John Kerry or George W. Bush?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
200491NationalUSGALLUP.04JUL030.R12,200491,200491National,expectations_NL,2004,91,02.08.2004,National,USGALLUP.04JUL030.R12,R,,,,,,D,D,,,,49.6,50.4,,,47,47,,,3.2,3.2,1,01.08.2004,30.07.2004,50,47,47,6,,03.08.2004,1518,,"Regardless of whom you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2004)--John Kerry or George W. Bush?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
200491NationalUSGALLUP.200425.Q12,200491,200491National,expectations_NL,2004,91,31.08.2004,National,USGALLUP.200425.Q12,R,,,,,,D,D,,,,49.6,50.4,,,47,47,,,3.2,3.2,1,01.08.2004,30.07.2004,50,47,47,6,,03.08.2004,1518,,"Regardless of whom you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2004)...John Kerry, or George W. Bush?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
200492NationalUSGALLUP.04JULY30.R12,200492,200492National,expectations_NL,2004,92,02.08.2004,National,USGALLUP.04JULY30.R12,R,,,,,,D,D,,,,49.6,50.4,,,47,47,,,3.2,3.2,1,31.07.2004,30.07.2004,50,47,47,6,,02.08.2004,1011,,"Regardless of whom you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2004)--John Kerry or George W. Bush?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
200049NationalUSGALLUP.A091517.Q18,200049,200049National,expectations_NL,2000,49,01.09.2000,National,USGALLUP.A091517.Q18,D,,,,,,D,D,,,,48.8,51.2,,,36,53,,,4.8,4.8,1,17.09.2000,15.09.2000,59.6,36,53,11,,19.09.2000,1260,,"Regardless of who you support, and trying to be as objective as possible, who do you think will win the (presidential) election in November (2000)...Al Gore, or George W. Bush?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
200092NationalUSGALLUP.00AG04.R08,200092,200092National,expectations_NL,2000,92,07.08.2000,National,USGALLUP.00AG04.R08,D,,,,,,R,R,,,,54.8,45.2,,,70,23,,,-1.2,1.2,1,05.08.2000,04.08.2000,24.7,70,23,7,,07.08.2000,1051,,"Regardless of who you support, and trying to be as objective as possible, who do you think will win the (2000 presidential) election in November--Al Gore or George W. Bush?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
199670NationalUSGALLUP.96AG23.R08,199670,199670National,expectations_NL,1996,70,23.09.1996,National,USGALLUP.96AG23.R08,D,,,,,,D,D,,,,46.3,53.7,,,24,69,,,7.3,7.3,1,25.08.1996,23.08.1996,74.2,24,69,7,,27.08.1996,1188,,"Regardless of which candidate you support--and trying to be as objective as possible--who do you think will win the election in November--Bill Clinton or Bob Dole?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
199218NationalUSGALLUP.92TR08.Q13,199218,199218National,expectations_NL,1992,18,01.10.1992,National,USGALLUP.92TR08.Q13,R,,,,,,D,D,,,,46.6,53.4,,,29,60,,,0.2,0.2,1,14.10.1992,12.10.1992,32.6,29,60,11,,16.10.1992,1046,,"Regardless of how you might vote, who do you think is more likely to win (the 1992 presidential election) in November--George Bush, Bill Clinton or Ross Perot?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
199247NationalUSGALLUP.322018.Q09,199247,199247National,expectations_NL,1992,47,01.09.1992,National,USGALLUP.322018.Q09,R,,,,,,D,D,,,,48.9,51.1,,,39,45,,,2.6,2.6,1,15.09.1992,11.09.1992,46.4,39,45,16,,17.09.1992,1441,,"Regardless of how you might vote, who do you think is more likely to win (the 1992 presidential election) in November--George Bush or Bill Clinton?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
1992106NationalUSGALLUP.322005.Q03,1992106,1992106National,expectations_NL,1992,106,01.07.1992,National,USGALLUP.322005.Q03,R,,,,,,D,D,,,,48.5,51.5,,,37,47,,,2.2,2.2,1,18.07.1992,17.07.1992,44,37,47,16,,20.07.1992,972,,"Regardless of how you might vote (for President 1992), who do you think is more likely to win in November--George Bush or Bill Clinton?","national adult",telephone,"Gallup Organization","Cable News Network, USA Today",
194413NationalUSROPER.44-044.R3,194413,194413National,expectations_NL,1944,13,01.10.1944,National,USROPER.44-044.R3,D,,,,,,D,D,,,,45.5,54.5,,,18,67,,,8.1,8.1,1,23.10.1944,12.10.1944,78.8,18,67,15,,25.10.1944,5188,,"Regardless of what you hope, who do you think will win (the 1944 Presidential election)--Roosevelt or Dewey?","national adult",personal,"Roper Organization",Fortune,
194427NationalUSROPER.44-043.R3,194427,194427National,expectations_NL,1944,27,01.10.1944,National,USROPER.44-043.R3,D,,,,,,D,D,,,,45.3,54.7,,,17,68,,,8.3,8.3,1,09.10.1944,28.09.1944,80,17,68,15,,11.10.1944,5239,,"Regardless of what you hope, who do you think will win (the 1944 Presidential election)--Roosevelt or Dewey?","national adult",personal,"Roper Organization",Fortune,
194483NationalUSROPER.44-042.R04,194483,194483National,expectations_NL,1944,83,01.08.1944,National,USROPER.44-042.R04,D,,,,,,D,D,,,,45.5,54.5,,,19,72,,,8.2,8.2,1,14.08.1944,01.08.1944,79.1,19,72,9,,16.08.1944,5131,,"Regardless of what you hope, who do you think will win (the 1944 Presidential election)--Roosevelt or Dewey?","national adult",personal,"Roper Organization",Fortune,
1944118NationalUSROPER.44-041.R5,1944118,1944118National,expectations_NL,1944,118,10.07.1944,National,USROPER.44-041.R5,D,,,,,,D,D,,,,46,54,,,21,66,,,7.6,7.6,1,10.07.1944,30.06.1944,75.9,21,66,13,,12.07.1944,4091,,"Regardless of what you hope, who do you think will win (the 1944 presidential election)--Roosevelt, if he runs, or Dewey?","national adult",personal,"Roper Organization",Fortune,
194033NationalUSROPER.40-022.R07,194033,194033National,expectations_NL,1940,33,01.10.1940,National,USROPER.40-022.R07,D,,,,,,D,D,,,,45.5,54.5,,,18,66,,,8.1,8.1,1,01.10.1940,01.10.1940,78.6,18,66,16,,03.10.1940,5151,,"Regardless of what you hope, who do you think will win (the Presidential election in 1940), Roosevelt or Willkie?","national adult",personal,"Roper Organization",Fortune,
194063NationalUSROPER.40-021.R10,194063,194063National,expectations_NL,1940,63,01.09.1940,National,USROPER.40-021.R10,D,,,,,,D,D,,,,46.6,53.4,,,23,60,,,7,7,1,01.09.1940,01.09.1940,72.3,23,60,17,,03.09.1940,5215,,"Regardless of what you hope, who do you think will win (the 1940 presidential election), Roosevelt or Willkie?","national adult",personal,"Roper Organization",Fortune,
194094NationalUSROPER.40-020.R07,194094,194094National,expectations_NL,1940,94,01.08.1940,National,USROPER.40-020.R07,D,,,,,,D,D,,,,46.9,53.1,,,24,58,,,6.7,6.7,1,01.08.1940,01.08.1940,70.7,24,58,18,,03.08.1940,5192,,"Regardless of what you hope, who do you think will win the (1940 Presidential) election--Roosevelt or Willkie?","national adult",personal,"Roper Organization",Fortune,
20084NationalUSODFOX.103008.R35,20084,20084National,expectations_NL,2008,4,30.10.2008,National,USODFOX.103008.R35,R,,,,,,D,D,,,,45.1,54.9,,,22,69,,,-1.2,1.2,1,29.10.2008,28.10.2008,24.2,22,69,9,,31.10.2008,1100,,"Regardless of how you plan to vote, who do you really believe will win the 2008 presidential election--Barack Obama or John McCain?","national registered voters",telephone,"Opinion Dynamics","Fox News",
200824NationalUSODFOX.101008.R20,200824,200824National,expectations_NL,2008,24,10.10.2008,National,USODFOX.101008.R20,R,,,,,,D,D,,,,44.9,55.1,,,18,61,,,-1.5,1.5,1,09.10.2008,08.10.2008,22.8,18,61,21,,11.10.2008,900,,"Regardless of how you plan to vote, who do you really believe will win the 2008 presidential election--Barack Obama or John McCain?","national registered voters",telephone,"Opinion Dynamics","Fox News",
